,Unnamed: 0.1,Unnamed: 0,subject,name,uid,description,description_NER
9619,9619,18027,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcStairFlight/InitialTension,InitialTension,InitialTension,The initial stress of the tendon. This property applies to prestressed concrete elements only.,"tendon, property, prestressed concrete elements"
9620,9620,18028,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcStairFlight/ProductionLotId,ProductionLotId,ProductionLotId,The manufacturer's production lot identifier.,manufacturer
9621,9621,18029,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcStairFlight/SerialNumber,SerialNumber,SerialNumber,The manufacturer's serial number assigned to an occurrence of a product.,"manufacturer, occurrence, product"
9622,9622,18030,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcStairFlight/ReinforcementAreaRatio,ReinforcementAreaRatio,ReinforcementAreaRatio,The required ratio of the effective area of the reinforcement to the effective area of the concrete At any section of a reinforced concrete structural element.,"ratio, reinforcement, concrete, section"
9623,9623,18031,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcStairFlight/RiserHeight,RiserHeight,RiserHeight,Vertical distance from tread to tread. The riser height is supposed to be equal for all stairs in a stair flight.,"Vertical distance, tread, tread, stair flight"
9624,9624,18032,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcStairFlight/ReinforcementStrengthClass,ReinforcementStrengthClass,ReinforcementStrengthClass,Classification of the reinforcement strength in accordance with the concrete design code which is applied in the project. The reinforcing strength class often combines strength and ductility.,"Classification, concrete design code, project"
9625,9625,18033,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcStairFlight/NetVolume,NetVolume,NetVolume,"Total net volume of the object, taking into account possible processing features (cut-out's, etc.) or openings and recesses.","object, processing features, cut - out  s, or openings, recesses"
9626,9626,18034,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcStairFlight/Status,Status,Status,"Status of the element, predominately used in renovation or retrofitting projects. The status can be assigned to as ""New"" - element designed as new addition, ""Existing"" - element exists and remains, ""Demolish"" - element existed but is to be demolished,  ""Temporary"" - element will exists only temporary (like a temporary support structure).","element, used, renovation, status, temporary"
9627,9627,18035,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcStairFlight/ReleaseStrength,ReleaseStrength,ReleaseStrength,The minimum required compressive strength of the concrete when the tendon stress is released. This property applies to prestressed concrete elements only.,"concrete, property, prestressed concrete elements"
9628,9628,18036,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcStairFlight/Headroom,Headroom,Headroom,"Actual headroom clearance for the passageway according to the current design.
The shape information is provided in addition to the shape representation and the geometric parameters used within. In cases of inconsistency between the geometric parameters and the shape properties, provided in the attached property, the geometric parameters take precedence.","passageway, design, shape information, shape representation, geometric parameters, In cases, geometric parameters, shape properties, attached property, geometric parameters"
9629,9629,18037,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcStairFlight/TransportationStrength,TransportationStrength,TransportationStrength,The minimum required compressive strength of the concrete required for transportation.,"compressive strength, concrete, transportation"
9630,9630,18038,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcStairFlight/AssemblyPlace,AssemblyPlace,AssemblyPlace,"Enumeration defining where the assembly is intended to take place, either in a factory, other offsite location or on the building site.","Enumeration, assembly, location"
9631,9631,18039,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcStairFlight/FormStrippingStrength,FormStrippingStrength,FormStrippingStrength,The minimum required compressive strength of the concrete at form stripping time.,"compressive strength, concrete"
9632,9632,18040,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcStairFlight/AsBuiltLocationNumber,AsBuiltLocationNumber,AsBuiltLocationNumber,"Defines a unique location within a structure, the ‘slot’ into which the piece was installed. Where pieces share the same piece mark, they can be interchanged. The value is only known after erection.","location, structure, piece, value"
9633,9633,18041,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcStairFlight/PieceMark,PieceMark,PieceMark,"Defines a unique piece for production purposes. All pieces with the same piece mark value are identical and interchangeable. The piece mark may be composed of sub-parts that have specific locally defined meaning (e.g. B-1A may denote a beam, of generic type ‘1’ and specific shape ‘A’).","piece, purposes, meaning, shape"
9634,9634,18042,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcStairFlight/DimensionalAccuracyClass,DimensionalAccuracyClass,DimensionalAccuracyClass,Classification designation of the dimensional accuracy requirement according to local standards.,"Classification designation, local standards"
9635,9635,18043,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcStairFlight/ExposureClass,ExposureClass,ExposureClass,"Classification of exposure to environmental conditions, usually specified in accordance with the concrete design code which is applied in the project.","Classification, concrete design code, project"
9636,9636,18044,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcStairFlight/GrossVolume,GrossVolume,GrossVolume,"Total gross volume of the object. Openings, recesses, enclosed objects and projections are not taken into account.","object, Openings, recesses, projections"
9637,9637,18045,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcStairFlight/Reference,Reference,Reference,"Reference ID for this specified type in this project (e.g. type 'A-1'), Also referred to as ""construction type"". It should be provided as an alternative to the name of the ""object type"", if the software does not support object types and no classification reference to a recognized classification system used.IFC4.3.0.0 DEPRECATION  The Reference property is deprecated and shall no longer be used, use attribute Name on the relating type instead.","type, project, type, name, software"
9638,9638,18046,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcStairFlight/Length,Length,Length,The length of the object.,"length, object"
9639,9639,18047,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcStairFlight/Shortening,Shortening,Shortening,The ratio of the distance by which a precast piece is shortened after release from its form (due to compression induced by prestressing) to its original (nominal) length.,"ratio, distance"
9640,9640,18048,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcStairFlight/CornerChamfer,CornerChamfer,CornerChamfer,The chamfer in the corners of the precast element. The chamfer is presumed to be equal in both directions.,directions
9641,9641,18049,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcStairFlight/MinimumAllowableSupportLength,MinimumAllowableSupportLength,MinimumAllowableSupportLength,The minimum allowable support length.,
9642,9642,18050,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcStairFlight/BatterAtStart,BatterAtStart,BatterAtStart,"The angle, in radians, by which the formwork at the starting face of a piece is to be rotated from the vertical in order to compensate for the rotation of the face that will occur once the piece is stripped from its form, inducing camber due to eccentric prestressing.","angle, radians, vertical, rotation, face, piece, form"
9643,9643,18051,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcStairFlight/TendonRelaxation,TendonRelaxation,TendonRelaxation,The maximum allowable relaxation of the tendon (usually expressed as %/1000 h).This property applies to prestressed concrete elements only.,"tendon, property, prestressed concrete elements"
9644,9644,18052,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcStairFlight/DesignLocationNumber,DesignLocationNumber,DesignLocationNumber,"Defines a unique location within a structure, the ‘slot’ for which the piece was designed.","location, structure, piece, designed"
9645,9645,18053,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcConstructionEquipmentResource/UsageTime,UsageTime,UsageTime,Total time using the equipment including operating time and idle time.,equipment
9646,9646,18054,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcConstructionEquipmentResource/OperatingTime,OperatingTime,OperatingTime,Productive time using the equipment including operating time and excluding idle time.,equipment
9647,9647,18055,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcMobileTelecommunicationsApplianceACCESSPOINT/UserCapacity,UserCapacity,UserCapacity,"Indicates the user capacity of the device, defined as the maximum number of users that can be active at the same time.","device, number"
9648,9648,18056,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcMobileTelecommunicationsApplianceACCESSPOINT/NumberOfAntennas,NumberOfAntennas,NumberOfAntennas,Indicates the number of antennas integrated in the device.,"number, device"
9649,9649,18057,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcMobileTelecommunicationsApplianceACCESSPOINT/DataExchangeRate,DataExchangeRate,DataExchangeRate,Indicates the data transfer rate of the access point in bit per second (bps).,
9650,9650,18058,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcMobileTelecommunicationsApplianceACCESSPOINT/DataEncryptionType,DataEncryptionType,DataEncryptionType,Indicates the type of security protocols that can be used in the access point to protect the wireless network.,type
9651,9651,18059,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcMobileTelecommunicationsApplianceACCESSPOINT/BandWidth,BandWidth,BandWidth,Indicates the bandwidth for telecommunication of the device.,device
9652,9652,18060,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcMemberBRACE/MechanicalStressType,MechanicalStressType,MechanicalStressType,Indicates which type of stress is applied to the element.,"stress, element"
9653,9653,18061,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcMemberBRACE/HasLightningRod,HasLightningRod,HasLightningRod,Indicates whether the element is equipped with a lightning rod (TRUE) or not (FALSE).,"element, TRUE, FALSE"
9654,9654,18062,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcCooledBeamACTIVE/SupplyAirConnectionType,SupplyAirConnectionType,SupplyAirConnectionType,The manner in which the pipe connection is made to the cooled beam.,"manner, cooled beam"
9655,9655,18063,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcCooledBeamACTIVE/ConnectionSize,ConnectionSize,ConnectionSize,The connection size of the object.,object
9656,9656,18064,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcCooledBeamACTIVE/AirFlowConfiguration,AirFlowConfiguration,AirFlowConfiguration,Air flow configuration type of cooled beam.,cooled beam
9657,9657,18065,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcRoof/ThermalTransmittance,ThermalTransmittance,ThermalTransmittance,"Thermal transmittance coefficient (U-Value) of an element, within the direction of the thermal flow (including all materials).","Thermal transmittance coefficient, Value, element, direction, materials"
9658,9658,18066,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcRoof/TransportationStrength,TransportationStrength,TransportationStrength,The minimum required compressive strength of the concrete required for transportation.,"compressive strength, concrete, transportation"
9659,9659,18067,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcRoof/ReinforcementVolumeRatio,ReinforcementVolumeRatio,ReinforcementVolumeRatio,The required ratio of the effective mass of the reinforcement to the effective volume of the concrete of a reinforced concrete structural element.,"ratio, reinforcement, concrete"
9660,9660,18068,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcRoof/DesignLocationNumber,DesignLocationNumber,DesignLocationNumber,"Defines a unique location within a structure, the ‘slot’ for which the piece was designed.","location, structure, piece, designed"
9661,9661,18069,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcRoof/StructuralClass,StructuralClass,StructuralClass,The structural class defined for the concrete structure (e.g. '1').,
9662,9662,18070,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcRoof/ExposureClass,ExposureClass,ExposureClass,"Classification of exposure to environmental conditions, usually specified in accordance with the concrete design code which is applied in the project.","Classification, concrete design code, project"
9663,9663,18071,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcRoof/AssemblyPlace,AssemblyPlace,AssemblyPlace,"Enumeration defining where the assembly is intended to take place, either in a factory, other offsite location or on the building site.","Enumeration, assembly, location"
9664,9664,18072,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcRoof/MinimumAllowableSupportLength,MinimumAllowableSupportLength,MinimumAllowableSupportLength,The minimum allowable support length.,
9665,9665,18073,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcRoof/AcousticRating,AcousticRating,AcousticRating,"Acoustic rating for this object.
It is provided according to the national building code. It indicates the sound transmission resistance of this object by an index ratio (instead of providing full sound absorption values).","object, national building code, object"
9666,9666,18074,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcRoof/IsExternal,IsExternal,IsExternal,Indication whether the element is designed for use in the exterior (TRUE) or not (FALSE). If (TRUE) it is an external element and faces the outside of the building.,"Indication, element, exterior, TRUE, FALSE, TRUE, building"
9667,9667,18075,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcRoof/BatterAtStart,BatterAtStart,BatterAtStart,"The angle, in radians, by which the formwork at the starting face of a piece is to be rotated from the vertical in order to compensate for the rotation of the face that will occur once the piece is stripped from its form, inducing camber due to eccentric prestressing.","angle, radians, vertical, rotation, face, piece, form"
9668,9668,18076,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcRoof/InitialTension,InitialTension,InitialTension,The initial stress of the tendon. This property applies to prestressed concrete elements only.,"tendon, property, prestressed concrete elements"
9669,9669,18077,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcRoof/ReinforcementStrengthClass,ReinforcementStrengthClass,ReinforcementStrengthClass,Classification of the reinforcement strength in accordance with the concrete design code which is applied in the project. The reinforcing strength class often combines strength and ductility.,"Classification, concrete design code, project"
9670,9670,18078,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcRoof/AsBuiltLocationNumber,AsBuiltLocationNumber,AsBuiltLocationNumber,"Defines a unique location within a structure, the ‘slot’ into which the piece was installed. Where pieces share the same piece mark, they can be interchanged. The value is only known after erection.","location, structure, piece, value"
9671,9671,18079,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcRoof/ConcreteCoverAtLinks,ConcreteCoverAtLinks,ConcreteCoverAtLinks,The protective concrete cover at the reinforcement links according to local building regulations.,"protective concrete cover, reinforcement, local building regulations"
9672,9672,18080,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcRoof/ManufacturingToleranceClass,ManufacturingToleranceClass,ManufacturingToleranceClass,Classification designation of the manufacturing tolerances according to local standards.,"Classification designation, local standards"
9673,9673,18081,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcRoof/Status,Status,Status,"Status of the element, predominately used in renovation or retrofitting projects. The status can be assigned to as ""New"" - element designed as new addition, ""Existing"" - element exists and remains, ""Demolish"" - element existed but is to be demolished,  ""Temporary"" - element will exists only temporary (like a temporary support structure).","element, used, renovation, status, temporary"
9674,9674,18082,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcRoof/SerialNumber,SerialNumber,SerialNumber,The manufacturer's serial number assigned to an occurrence of a product.,"manufacturer, occurrence, product"
9675,9675,18083,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcRoof/TendonRelaxation,TendonRelaxation,TendonRelaxation,The maximum allowable relaxation of the tendon (usually expressed as %/1000 h).This property applies to prestressed concrete elements only.,"tendon, property, prestressed concrete elements"
9676,9676,18084,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcRoof/DimensionalAccuracyClass,DimensionalAccuracyClass,DimensionalAccuracyClass,Classification designation of the dimensional accuracy requirement according to local standards.,"Classification designation, local standards"
9677,9677,18085,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcRoof/CornerChamfer,CornerChamfer,CornerChamfer,The chamfer in the corners of the precast element. The chamfer is presumed to be equal in both directions.,directions
9678,9678,18086,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcRoof/ReleaseStrength,ReleaseStrength,ReleaseStrength,The minimum required compressive strength of the concrete when the tendon stress is released. This property applies to prestressed concrete elements only.,"concrete, property, prestressed concrete elements"
9679,9679,18087,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcRoof/NetArea,NetArea,NetArea,"Total net area of the object. Openings, recesses and cut-outs are taken into account by subtraction, projections by addition.","object, Openings, recesses, cut - outs, projections"
9680,9680,18088,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcRoof/TypeDesignation,TypeDesignation,TypeDesignation,"Type designator for the element. The content depends on local standards. Eg. 'Bull nose', 'Half batter', 'Dropper', 'Chamfer' etc","element, content, local standards, Chamfer"
9681,9681,18089,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcRoof/StrengthClass,StrengthClass,StrengthClass,Classification of the concrete strength in accordance with the concrete design code which is applied in the project.,"Classification, concrete design code, project"
9682,9682,18090,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcRoof/BatterAtEnd,BatterAtEnd,BatterAtEnd,"The angle, in radians, by which the formwork at the ending face of a piece is to be rotated from the vertical in order to compensate for the rotation of the face that will occur once the piece is stripped from its form, inducing camber due to eccentric prestressing.","angle, radians, vertical, rotation, face, piece, form"
9683,9683,18091,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcRoof/HollowCorePlugging,HollowCorePlugging,HollowCorePlugging,"A descriptive label for how the hollow core ends are treated: they may be left open, closed with a plug, or sealed with cast concrete. Values would be, for example: 'Unplugged', 'Plugged', 'SealedWithConcrete'. This property applies to  hollow core slabs only.",property
9684,9684,18092,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcRoof/ProductionLotId,ProductionLotId,ProductionLotId,The manufacturer's production lot identifier.,manufacturer
9685,9685,18093,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcRoof/ActualProductionDate,ActualProductionDate,ActualProductionDate,Production date (stripped from form).,form
9686,9686,18094,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcRoof/FireRating,FireRating,FireRating,Fire rating for this object. It is given according to the national fire safety classification.,object
9687,9687,18095,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcRoof/ConstructionToleranceClass,ConstructionToleranceClass,ConstructionToleranceClass,Classification designation of the on-site construction tolerances according to local standards.,"Classification designation, local standards"
9688,9688,18096,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcRoof/ConcreteCover,ConcreteCover,ConcreteCover,The protective concrete cover at the reinforcing bars according to local building regulations.,"protective concrete cover, local building regulations"
9689,9689,18097,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcRoof/GrossArea,GrossArea,GrossArea,"Gross Area of the object. Openings, recesses, projections and cut-outs are not taken into account.","object, Openings, recesses, projections, cut - outs"
9690,9690,18098,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcRoof/Reference,Reference,Reference,"Reference ID for this specified type in this project (e.g. type 'A-1'), Also referred to as ""construction type"". It should be provided as an alternative to the name of the ""object type"", if the software does not support object types and no classification reference to a recognized classification system used.IFC4.3.0.0 DEPRECATION  The Reference property is deprecated and shall no longer be used, use attribute Name on the relating type instead.","type, project, type, name, software"
9691,9691,18099,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcRoof/Twisting,Twisting,Twisting,"The angle, in radians, through which the end face of a precast piece is rotated with respect to its starting face, along its longitudinal axis, as a result of non-aligned supports. This measure is also termed the ‘warping’ angle.","angle, radians, respect, longitudinal axis, result, supports, measure"
9692,9692,18100,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcRoof/SupportDuringTransportDescription,SupportDuringTransportDescription,SupportDuringTransportDescription,Textual description of how the concrete element is supported during transportation.,transportation
9693,9693,18101,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcRoof/FormStrippingStrength,FormStrippingStrength,FormStrippingStrength,The minimum required compressive strength of the concrete at form stripping time.,"compressive strength, concrete"
9694,9694,18102,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcRoof/CamberAtMidspan,CamberAtMidspan,CamberAtMidspan,"The camber deflection, measured from the midpoint of a cambered face of a piece to the midpoint of the chord joining the ends of the same face, as shown in the figure below, divided by the original (nominal) straight length of the face of the piece.","ends, face, face, piece"
9695,9695,18103,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcRoof/ProjectedArea,ProjectedArea,ProjectedArea,"Total gross area of the outer surfaces of the roof, projected tp the ground. It is the sum of all projected roof slab gross areas. Roof openings, like sky windows and other openings and cut-outs are not taken into account.","roof, ground, openings, cut - outs"
9696,9696,18104,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcRoof/ActualErectionDate,ActualErectionDate,ActualErectionDate,Date erected.,
9697,9697,18105,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcRoof/CastingMethod,CastingMethod,CastingMethod,The method of casting the concrete into its designed form.,"method, concrete"
9698,9698,18106,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcRoof/LiftingStrength,LiftingStrength,LiftingStrength,The minimum required compressive strength of the concrete when the concrete element is lifted.,"compressive strength, concrete"
9699,9699,18107,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcRoof/PieceMark,PieceMark,PieceMark,"Defines a unique piece for production purposes. All pieces with the same piece mark value are identical and interchangeable. The piece mark may be composed of sub-parts that have specific locally defined meaning (e.g. B-1A may denote a beam, of generic type ‘1’ and specific shape ‘A’).","piece, purposes, meaning, shape"
9700,9700,18108,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcRoof/LoadBearing,LoadBearing,LoadBearing,Indicates whether the object is intended to carry loads (TRUE) or not (FALSE).,"object, loads, TRUE, FALSE"
9701,9701,18109,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcRoof/Shortening,Shortening,Shortening,The ratio of the distance by which a precast piece is shortened after release from its form (due to compression induced by prestressing) to its original (nominal) length.,"ratio, distance"
9702,9702,18110,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcRoof/ConcreteCoverAtMainBars,ConcreteCoverAtMainBars,ConcreteCoverAtMainBars,The protective concrete cover at the main reinforcing bars according to local building regulations.,"protective concrete cover, local building regulations"
9703,9703,18111,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcRoof/ReinforcementAreaRatio,ReinforcementAreaRatio,ReinforcementAreaRatio,The required ratio of the effective area of the reinforcement to the effective area of the concrete At any section of a reinforced concrete structural element.,"ratio, reinforcement, concrete, section"
9704,9704,18112,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcSwitchingDeviceCONTACTOR/ContactorType,ContactorType,ContactorType,"A list of the available types of contactor from which that required may be selected where:CapacitorSwitching: for switching 3 phase single or multi-step capacitor banks.
LowCurrent: requires the use of low resistance contacts.
MagneticLatching: enables the contactor to remain in the on position when the coil is no longer energized.
MechanicalLatching: requires that the contactor is mechanically retained in the on position.
Modular: are totally enclosed and self contained.
Reversing: has a double set of contactors that are prewired.
Standard: is a generic device that controls the flow of power in a circuit on or off.","list, types, contactor, contactor, coil, contactor, flow, power, circuit"
9705,9705,18113,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcElectricFlowStorageDeviceUPS/VoltageRegulationRate,VoltageRegulationRate,VoltageRegulationRate,"When the input side voltage changes from the lowest allowable input value to the specified maximum value, the relative change value of the output voltage is the percentage of the rated output voltage.","value, percentage"
9706,9706,18114,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcElectricFlowStorageDeviceUPS/NominalSupplyCurrent,NominalSupplyCurrent,NominalSupplyCurrent,The nominal current of the supply.,"current, supply"
9707,9707,18115,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcElectricFlowStorageDeviceUPS/CurrentRegulationRate,CurrentRegulationRate,CurrentRegulationRate,It shows the ability of DC regulated power supply to suppress the fluctuation of output voltage caused by the change of load current (output current) when the input voltage is constant.,"ability, change, constant"
9708,9708,18116,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcElectricAppliance/GrossWeight,GrossWeight,GrossWeight,"Total Gross Weight of the object without any add-on parts and not taking into account possible processing features (cut-out's, etc.) or openings and recesses.","object, processing features, cut - out  s, or openings, recesses"
9709,9709,18117,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcElectricAppliance/Status,Status,Status,The status currently assigned to the permit.,"status, permit"
9710,9710,18118,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcElectricAppliance/Reference,Reference,Reference,"Reference ID for this specified type in this project (e.g. type 'A-1'), Also referred to as ""construction type"". It should be provided as an alternative to the name of the ""object type"", if the software does not support object types and no classification reference to a recognized classification system used.IFC4.3.0.0 DEPRECATION  The Reference property is deprecated and shall no longer be used, use attribute Name on the relating type instead.","type, project, type, name, software"
9711,9711,18119,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcAnnotationWIDTHEVENT/TransitionWidth,TransitionWidth,TransitionWidth,The type of transition of width used between the previous event and this event.,"type, event, event"
9712,9712,18120,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcAnnotationWIDTHEVENT/Side,Side,Side,"Specifies if the width is measured to the RIGHT or to the LEFT of the curve referenced by the placement, or if the same value is applied to BOTH sides.","width, curve, value"
9713,9713,18121,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcAnnotationWIDTHEVENT/NominalWidth,NominalWidth,NominalWidth,"The nominal overall width of the object. The size information is provided in addition to the shape representation and the geometric parameters used within. In cases of inconsistency between the geometric parameters and the size properties, provided in the attached property set, the geometric parameters take precedence.","width, object, size information, shape representation, geometric parameters, In cases, geometric parameters, size properties, attached property set, geometric parameters"
9714,9714,18122,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcElementAssemblySUPPORTINGASSEMBLY/TypeOfSupportingSystem,TypeOfSupportingSystem,TypeOfSupportingSystem,Type of foundation in the OCS supporting system.,
9715,9715,18123,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcElementAssemblySUPPORTINGASSEMBLY/NumberOfCantilevers,NumberOfCantilevers,NumberOfCantilevers,Indicates the number of cantilevers in the OCS supporting system.,number
9716,9716,18124,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcElementAssemblySUPPORTINGASSEMBLY/Span,Span,Span,"Clear span for this object.The shape information is provided in addition to the shape representation and the geometric parameters used within. In cases of inconsistency between the geometric parameters and the shape properties, provided in the attached property, the geometric parameters take precedence. For geometry editing applications, like CAD: this value should be write-only.","object, shape information, shape representation, geometric parameters, In cases, geometric parameters, shape properties, attached property, geometric parameters, geometry editing applications, CAD, value, write - only"
9717,9717,18125,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcElementAssemblySUPPORTINGASSEMBLY/NumberOfTracksCrossed,NumberOfTracksCrossed,NumberOfTracksCrossed,Indicates the number of tracks which OCS supporting system crosses.,"number, system"
9718,9718,18126,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcCableSegmentFIBERSEGMENT/HasTightJacket,HasTightJacket,HasTightJacket,Indicates whether the fiber has a tight jacket or not.,fiber
9719,9719,18127,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcCableSegmentFIBERSEGMENT/FiberType,FiberType,FiberType,Indicates the type of the single fiber.,
9720,9720,18128,https://identifier.buildingsmart.org/uri/buildingsmart/ifc-4.3/class/IfcCableSegmentFIBERSEGMENT/FiberColour,FiberColour,FiberColour,Indicates the colour of a single fiber.,colour
