,subject,name,uid,description
25334,https://identifier.buildingsmart.org/uri/molio/cciconstruction-1.0/class/L-WVA/ConstructionMethod,ConstructionMethod,ConstructionMethod,"The type of construction action to the object, e.g. new construction, renovation, refurbishment, etc."
25335,https://identifier.buildingsmart.org/uri/molio/cciconstruction-1.0/class/L-WVA/Length,Length,Length,The length of the object.
25336,https://identifier.buildingsmart.org/uri/molio/cciconstruction-1.0/class/L-XHA/ConstructionMethod,ConstructionMethod,ConstructionMethod,"The type of construction action to the object, e.g. new construction, renovation, refurbishment, etc."
25337,https://identifier.buildingsmart.org/uri/molio/cciconstruction-1.0/class/E-AQB/NumberOfStoreys,NumberOfStoreys,NumberOfStoreys,"The number of storeys within a building.
Captured for those cases where the IfcBuildingStorey entity is not used. Note that if IfcBuilingStorey is asserted and the number of storeys in a building can be determined from it, then this approach should be used in preference to setting a property for the number of storeys."
25338,https://identifier.buildingsmart.org/uri/molio/cciconstruction-1.0/class/E-BCB/NumberOfStoreys,NumberOfStoreys,NumberOfStoreys,"The number of storeys within a building.
Captured for those cases where the IfcBuildingStorey entity is not used. Note that if IfcBuilingStorey is asserted and the number of storeys in a building can be determined from it, then this approach should be used in preference to setting a property for the number of storeys."
25339,https://identifier.buildingsmart.org/uri/molio/cciconstruction-1.0/class/A-EAB/HandicapAccessible,HandicapAccessible,HandicapAccessible,"Indication that this object is designed to be accessible by the handicapped. Set to (TRUE) if this object is rated as handicap accessible according the local building codes, otherwise (FALSE).
It is giving according to the requirements of the national building code."
25340,https://identifier.buildingsmart.org/uri/molio/cciconstruction-1.0/class/E-DC_/NumberOfStoreys,NumberOfStoreys,NumberOfStoreys,"The number of storeys within a building.
Captured for those cases where the IfcBuildingStorey entity is not used. Note that if IfcBuilingStorey is asserted and the number of storeys in a building can be determined from it, then this approach should be used in preference to setting a property for the number of storeys."
25341,https://identifier.buildingsmart.org/uri/molio/cciconstruction-1.0/class/A-AAD/HandicapAccessible,HandicapAccessible,HandicapAccessible,"Indication that this object is designed to be accessible by the handicapped. Set to (TRUE) if this object is rated as handicap accessible according the local building codes, otherwise (FALSE).
It is giving according to the requirements of the national building code."
25342,https://identifier.buildingsmart.org/uri/molio/cciconstruction-1.0/class/A-FDB/HandicapAccessible,HandicapAccessible,HandicapAccessible,"Indication that this object is designed to be accessible by the handicapped. Set to (TRUE) if this object is rated as handicap accessible according the local building codes, otherwise (FALSE).
It is giving according to the requirements of the national building code."
25343,https://identifier.buildingsmart.org/uri/molio/cciconstruction-1.0/class/A-CBB/HandicapAccessible,HandicapAccessible,HandicapAccessible,"Indication that this object is designed to be accessible by the handicapped. Set to (TRUE) if this object is rated as handicap accessible according the local building codes, otherwise (FALSE).
It is giving according to the requirements of the national building code."
25344,https://identifier.buildingsmart.org/uri/molio/cciconstruction-1.0/class/E-AMA/NumberOfStoreys,NumberOfStoreys,NumberOfStoreys,"The number of storeys within a building.
Captured for those cases where the IfcBuildingStorey entity is not used. Note that if IfcBuilingStorey is asserted and the number of storeys in a building can be determined from it, then this approach should be used in preference to setting a property for the number of storeys."
25345,https://identifier.buildingsmart.org/uri/molio/cciconstruction-1.0/class/E-EAA/NumberOfStoreys,NumberOfStoreys,NumberOfStoreys,"The number of storeys within a building.
Captured for those cases where the IfcBuildingStorey entity is not used. Note that if IfcBuilingStorey is asserted and the number of storeys in a building can be determined from it, then this approach should be used in preference to setting a property for the number of storeys."
25346,https://identifier.buildingsmart.org/uri/molio/cciconstruction-1.0/class/E-AGB/NumberOfStoreys,NumberOfStoreys,NumberOfStoreys,"The number of storeys within a building.
Captured for those cases where the IfcBuildingStorey entity is not used. Note that if IfcBuilingStorey is asserted and the number of storeys in a building can be determined from it, then this approach should be used in preference to setting a property for the number of storeys."
25347,https://identifier.buildingsmart.org/uri/molio/cciconstruction-1.0/class/L-UMA/ConstructionMethod,ConstructionMethod,ConstructionMethod,"The type of construction action to the object, e.g. new construction, renovation, refurbishment, etc."
25348,https://identifier.buildingsmart.org/uri/molio/cciconstruction-1.0/class/E-CBA/NumberOfStoreys,NumberOfStoreys,NumberOfStoreys,"The number of storeys within a building.
Captured for those cases where the IfcBuildingStorey entity is not used. Note that if IfcBuilingStorey is asserted and the number of storeys in a building can be determined from it, then this approach should be used in preference to setting a property for the number of storeys."
25349,https://identifier.buildingsmart.org/uri/molio/cciconstruction-1.0/class/L-NED/IsExternal,IsExternal,IsExternal,Indication whether the element is designed for use in the exterior (TRUE) or not (FALSE). If (TRUE) it is an external element and faces the outside of the building.
25350,https://identifier.buildingsmart.org/uri/molio/cciconstruction-1.0/class/E-DEA/NumberOfStoreys,NumberOfStoreys,NumberOfStoreys,"The number of storeys within a building.
Captured for those cases where the IfcBuildingStorey entity is not used. Note that if IfcBuilingStorey is asserted and the number of storeys in a building can be determined from it, then this approach should be used in preference to setting a property for the number of storeys."
25351,https://identifier.buildingsmart.org/uri/molio/cciconstruction-1.0/class/E-ACA/NumberOfStoreys,NumberOfStoreys,NumberOfStoreys,"The number of storeys within a building.
Captured for those cases where the IfcBuildingStorey entity is not used. Note that if IfcBuilingStorey is asserted and the number of storeys in a building can be determined from it, then this approach should be used in preference to setting a property for the number of storeys."
25352,https://identifier.buildingsmart.org/uri/molio/cciconstruction-1.0/class/L-FSA/IsExternal,IsExternal,IsExternal,Indication whether the element is designed for use in the exterior (TRUE) or not (FALSE). If (TRUE) it is an external element and faces the outside of the building.
25353,https://identifier.buildingsmart.org/uri/molio/cciconstruction-1.0/class/A-CAH/HandicapAccessible,HandicapAccessible,HandicapAccessible,"Indication that this object is designed to be accessible by the handicapped. Set to (TRUE) if this object is rated as handicap accessible according the local building codes, otherwise (FALSE).
It is giving according to the requirements of the national building code."
25354,https://identifier.buildingsmart.org/uri/molio/cciconstruction-1.0/class/A-CCC/HandicapAccessible,HandicapAccessible,HandicapAccessible,"Indication that this object is designed to be accessible by the handicapped. Set to (TRUE) if this object is rated as handicap accessible according the local building codes, otherwise (FALSE).
It is giving according to the requirements of the national building code."
25355,https://identifier.buildingsmart.org/uri/molio/cciconstruction-1.0/class/L-UCA/ConstructionMethod,ConstructionMethod,ConstructionMethod,"The type of construction action to the object, e.g. new construction, renovation, refurbishment, etc."
25356,https://identifier.buildingsmart.org/uri/molio/cciconstruction-1.0/class/E-BFA/NumberOfStoreys,NumberOfStoreys,NumberOfStoreys,"The number of storeys within a building.
Captured for those cases where the IfcBuildingStorey entity is not used. Note that if IfcBuilingStorey is asserted and the number of storeys in a building can be determined from it, then this approach should be used in preference to setting a property for the number of storeys."
25357,https://identifier.buildingsmart.org/uri/molio/cciconstruction-1.0/class/L-NAC/IsExternal,IsExternal,IsExternal,Indication whether the element is designed for use in the exterior (TRUE) or not (FALSE). If (TRUE) it is an external element and faces the outside of the building.
25358,https://identifier.buildingsmart.org/uri/molio/cciconstruction-1.0/class/L-NAC/Height,Height,Height,Characteristic height
25359,https://identifier.buildingsmart.org/uri/molio/cciconstruction-1.0/class/L-BD/IsExternal,IsExternal,IsExternal,Indication whether the element is designed for use in the exterior (TRUE) or not (FALSE). If (TRUE) it is an external element and faces the outside of the building.
25360,https://identifier.buildingsmart.org/uri/molio/cciconstruction-1.0/class/L-BD/ConstructionMethod,ConstructionMethod,ConstructionMethod,"The type of construction action to the object, e.g. new construction, renovation, refurbishment, etc."
25361,https://identifier.buildingsmart.org/uri/molio/cciconstruction-1.0/class/L-BD/Length,Length,Length,The length of the object.
25362,https://identifier.buildingsmart.org/uri/molio/cciconstruction-1.0/class/L-BD/Height,Height,Height,Characteristic height
25363,https://identifier.buildingsmart.org/uri/molio/cciconstruction-1.0/class/L-BD/LoadBearing,LoadBearing,LoadBearing,Indicates whether the object is intended to carry loads (TRUE) or not (FALSE).
25364,https://identifier.buildingsmart.org/uri/molio/cciconstruction-1.0/class/L-BD/ThermalTransmittance,ThermalTransmittance,ThermalTransmittance,"Thermal transmittance coefficient (U-Value) of an element, within the direction of the thermal flow (including all materials)."
25365,https://identifier.buildingsmart.org/uri/molio/cciconstruction-1.0/class/E-C__/NumberOfStoreys,NumberOfStoreys,NumberOfStoreys,"The number of storeys within a building.
Captured for those cases where the IfcBuildingStorey entity is not used. Note that if IfcBuilingStorey is asserted and the number of storeys in a building can be determined from it, then this approach should be used in preference to setting a property for the number of storeys."
25366,https://identifier.buildingsmart.org/uri/molio/cciconstruction-1.0/class/E-AJA/NumberOfStoreys,NumberOfStoreys,NumberOfStoreys,"The number of storeys within a building.
Captured for those cases where the IfcBuildingStorey entity is not used. Note that if IfcBuilingStorey is asserted and the number of storeys in a building can be determined from it, then this approach should be used in preference to setting a property for the number of storeys."
25367,https://identifier.buildingsmart.org/uri/molio/cciconstruction-1.0/class/E-BA_/NumberOfStoreys,NumberOfStoreys,NumberOfStoreys,"The number of storeys within a building.
Captured for those cases where the IfcBuildingStorey entity is not used. Note that if IfcBuilingStorey is asserted and the number of storeys in a building can be determined from it, then this approach should be used in preference to setting a property for the number of storeys."
25368,https://identifier.buildingsmart.org/uri/molio/cciconstruction-1.0/class/A-DBB/HandicapAccessible,HandicapAccessible,HandicapAccessible,"Indication that this object is designed to be accessible by the handicapped. Set to (TRUE) if this object is rated as handicap accessible according the local building codes, otherwise (FALSE).
It is giving according to the requirements of the national building code."
25369,https://identifier.buildingsmart.org/uri/molio/cciconstruction-1.0/class/E-CD_/NumberOfStoreys,NumberOfStoreys,NumberOfStoreys,"The number of storeys within a building.
Captured for those cases where the IfcBuildingStorey entity is not used. Note that if IfcBuilingStorey is asserted and the number of storeys in a building can be determined from it, then this approach should be used in preference to setting a property for the number of storeys."
25370,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/17.12/LoadBearing,LoadBearing,LoadBearing,Indicates whether the object is intended to carry loads (TRUE) or not (FALSE).
25371,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/17.12/IsExternal,IsExternal,IsExternal,Indication whether the element is designed for use in the exterior (TRUE) or not (FALSE). If (TRUE) it is an external element and faces the outside of the building.
25372,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/47.12/LoadBearing,LoadBearing,LoadBearing,Indicates whether the object is intended to carry loads (TRUE) or not (FALSE).
25373,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/47.12/IsExternal,IsExternal,IsExternal,Indication whether the element is designed for use in the exterior (TRUE) or not (FALSE). If (TRUE) it is an external element and faces the outside of the building.
25374,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/23.25/IsExternal,IsExternal,IsExternal,Indication whether the element is designed for use in the exterior (TRUE) or not (FALSE). If (TRUE) it is an external element and faces the outside of the building.
25375,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/23.25/LoadBearing,LoadBearing,LoadBearing,Indicates whether the object is intended to carry loads (TRUE) or not (FALSE).
25376,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/17.23/LoadBearing,LoadBearing,LoadBearing,Indicates whether the object is intended to carry loads (TRUE) or not (FALSE).
25377,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/17.23/IsExternal,IsExternal,IsExternal,Indication whether the element is designed for use in the exterior (TRUE) or not (FALSE). If (TRUE) it is an external element and faces the outside of the building.
25378,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/47.23/LoadBearing,LoadBearing,LoadBearing,Indicates whether the object is intended to carry loads (TRUE) or not (FALSE).
25379,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/47.23/IsExternal,IsExternal,IsExternal,Indication whether the element is designed for use in the exterior (TRUE) or not (FALSE). If (TRUE) it is an external element and faces the outside of the building.
25380,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/45.15/LoadBearing,LoadBearing,LoadBearing,Indicates whether the object is intended to carry loads (TRUE) or not (FALSE).
25381,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/45.15/IsExternal,IsExternal,IsExternal,Indication whether the element is designed for use in the exterior (TRUE) or not (FALSE). If (TRUE) it is an external element and faces the outside of the building.
25382,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/66.31/LoadBearing,LoadBearing,LoadBearing,Indicates whether the object is intended to carry loads (TRUE) or not (FALSE).
25383,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/66.31/IsExternal,IsExternal,IsExternal,Indication whether the element is designed for use in the exterior (TRUE) or not (FALSE). If (TRUE) it is an external element and faces the outside of the building.
25384,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/28.21/IsExternal,IsExternal,IsExternal,Indication whether the element is designed for use in the exterior (TRUE) or not (FALSE). If (TRUE) it is an external element and faces the outside of the building.
25385,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/28.21/LoadBearing,LoadBearing,LoadBearing,Indicates whether the object is intended to carry loads (TRUE) or not (FALSE).
25386,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/66.42/LoadBearing,LoadBearing,LoadBearing,Indicates whether the object is intended to carry loads (TRUE) or not (FALSE).
25387,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/66.42/IsExternal,IsExternal,IsExternal,Indication whether the element is designed for use in the exterior (TRUE) or not (FALSE). If (TRUE) it is an external element and faces the outside of the building.
25388,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/58.21/IsExternal,IsExternal,IsExternal,Indication whether the element is designed for use in the exterior (TRUE) or not (FALSE). If (TRUE) it is an external element and faces the outside of the building.
25389,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/58.21/LoadBearing,LoadBearing,LoadBearing,Indicates whether the object is intended to carry loads (TRUE) or not (FALSE).
25390,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/63.71/LoadBearing,LoadBearing,LoadBearing,Indicates whether the object is intended to carry loads (TRUE) or not (FALSE).
25391,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/63.71/IsExternal,IsExternal,IsExternal,Indication whether the element is designed for use in the exterior (TRUE) or not (FALSE). If (TRUE) it is an external element and faces the outside of the building.
25392,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/63.11/IsExternal,IsExternal,IsExternal,Indication whether the element is designed for use in the exterior (TRUE) or not (FALSE). If (TRUE) it is an external element and faces the outside of the building.
25393,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/63.11/LoadBearing,LoadBearing,LoadBearing,Indicates whether the object is intended to carry loads (TRUE) or not (FALSE).
25394,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/55.12/IsExternal,IsExternal,IsExternal,Indication whether the element is designed for use in the exterior (TRUE) or not (FALSE). If (TRUE) it is an external element and faces the outside of the building.
25395,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/55.12/LoadBearing,LoadBearing,LoadBearing,Indicates whether the object is intended to carry loads (TRUE) or not (FALSE).
25396,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/31.25/LoadBearing,LoadBearing,LoadBearing,Indicates whether the object is intended to carry loads (TRUE) or not (FALSE).
25397,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/31.25/IsExternal,IsExternal,IsExternal,Indication whether the element is designed for use in the exterior (TRUE) or not (FALSE). If (TRUE) it is an external element and faces the outside of the building.
25398,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/85.12/IsExternal,IsExternal,IsExternal,Indication whether the element is designed for use in the exterior (TRUE) or not (FALSE). If (TRUE) it is an external element and faces the outside of the building.
25399,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/85.12/LoadBearing,LoadBearing,LoadBearing,Indicates whether the object is intended to carry loads (TRUE) or not (FALSE).
25400,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/52.41/LoadBearing,LoadBearing,LoadBearing,Indicates whether the object is intended to carry loads (TRUE) or not (FALSE).
25401,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/52.41/IsExternal,IsExternal,IsExternal,Indication whether the element is designed for use in the exterior (TRUE) or not (FALSE). If (TRUE) it is an external element and faces the outside of the building.
25402,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/61.25/LoadBearing,LoadBearing,LoadBearing,Indicates whether the object is intended to carry loads (TRUE) or not (FALSE).
25403,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/61.25/IsExternal,IsExternal,IsExternal,Indication whether the element is designed for use in the exterior (TRUE) or not (FALSE). If (TRUE) it is an external element and faces the outside of the building.
25404,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/55.23/IsExternal,IsExternal,IsExternal,Indication whether the element is designed for use in the exterior (TRUE) or not (FALSE). If (TRUE) it is an external element and faces the outside of the building.
25405,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/55.23/LoadBearing,LoadBearing,LoadBearing,Indicates whether the object is intended to carry loads (TRUE) or not (FALSE).
25406,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/23.15/LoadBearing,LoadBearing,LoadBearing,Indicates whether the object is intended to carry loads (TRUE) or not (FALSE).
25407,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/23.15/IsExternal,IsExternal,IsExternal,Indication whether the element is designed for use in the exterior (TRUE) or not (FALSE). If (TRUE) it is an external element and faces the outside of the building.
25408,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/85.23/IsExternal,IsExternal,IsExternal,Indication whether the element is designed for use in the exterior (TRUE) or not (FALSE). If (TRUE) it is an external element and faces the outside of the building.
25409,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/85.23/LoadBearing,LoadBearing,LoadBearing,Indicates whether the object is intended to carry loads (TRUE) or not (FALSE).
25410,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/17.13/LoadBearing,LoadBearing,LoadBearing,Indicates whether the object is intended to carry loads (TRUE) or not (FALSE).
25411,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/17.13/IsExternal,IsExternal,IsExternal,Indication whether the element is designed for use in the exterior (TRUE) or not (FALSE). If (TRUE) it is an external element and faces the outside of the building.
25412,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/47.13/LoadBearing,LoadBearing,LoadBearing,Indicates whether the object is intended to carry loads (TRUE) or not (FALSE).
25413,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/47.13/IsExternal,IsExternal,IsExternal,Indication whether the element is designed for use in the exterior (TRUE) or not (FALSE). If (TRUE) it is an external element and faces the outside of the building.
25414,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/66.21/LoadBearing,LoadBearing,LoadBearing,Indicates whether the object is intended to carry loads (TRUE) or not (FALSE).
25415,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/66.21/IsExternal,IsExternal,IsExternal,Indication whether the element is designed for use in the exterior (TRUE) or not (FALSE). If (TRUE) it is an external element and faces the outside of the building.
25416,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/47.24/LoadBearing,LoadBearing,LoadBearing,Indicates whether the object is intended to carry loads (TRUE) or not (FALSE).
25417,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/47.24/IsExternal,IsExternal,IsExternal,Indication whether the element is designed for use in the exterior (TRUE) or not (FALSE). If (TRUE) it is an external element and faces the outside of the building.
25418,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/28.11/IsExternal,IsExternal,IsExternal,Indication whether the element is designed for use in the exterior (TRUE) or not (FALSE). If (TRUE) it is an external element and faces the outside of the building.
25419,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/28.11/LoadBearing,LoadBearing,LoadBearing,Indicates whether the object is intended to carry loads (TRUE) or not (FALSE).
25420,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/66.32/LoadBearing,LoadBearing,LoadBearing,Indicates whether the object is intended to carry loads (TRUE) or not (FALSE).
25421,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/66.32/IsExternal,IsExternal,IsExternal,Indication whether the element is designed for use in the exterior (TRUE) or not (FALSE). If (TRUE) it is an external element and faces the outside of the building.
25422,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/63.61/IsExternal,IsExternal,IsExternal,Indication whether the element is designed for use in the exterior (TRUE) or not (FALSE). If (TRUE) it is an external element and faces the outside of the building.
25423,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/63.61/LoadBearing,LoadBearing,LoadBearing,Indicates whether the object is intended to carry loads (TRUE) or not (FALSE).
25424,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/51.29/IsExternal,IsExternal,IsExternal,Indication whether the element is designed for use in the exterior (TRUE) or not (FALSE). If (TRUE) it is an external element and faces the outside of the building.
25425,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/51.29/LoadBearing,LoadBearing,LoadBearing,Indicates whether the object is intended to carry loads (TRUE) or not (FALSE).
25426,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/58.22/IsExternal,IsExternal,IsExternal,Indication whether the element is designed for use in the exterior (TRUE) or not (FALSE). If (TRUE) it is an external element and faces the outside of the building.
25427,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/58.22/LoadBearing,LoadBearing,LoadBearing,Indicates whether the object is intended to carry loads (TRUE) or not (FALSE).
25428,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/63.72/LoadBearing,LoadBearing,LoadBearing,Indicates whether the object is intended to carry loads (TRUE) or not (FALSE).
25429,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/63.72/IsExternal,IsExternal,IsExternal,Indication whether the element is designed for use in the exterior (TRUE) or not (FALSE). If (TRUE) it is an external element and faces the outside of the building.
25430,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/63.12/IsExternal,IsExternal,IsExternal,Indication whether the element is designed for use in the exterior (TRUE) or not (FALSE). If (TRUE) it is an external element and faces the outside of the building.
25431,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/63.12/LoadBearing,LoadBearing,LoadBearing,Indicates whether the object is intended to carry loads (TRUE) or not (FALSE).
25432,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/52.31/IsExternal,IsExternal,IsExternal,Indication whether the element is designed for use in the exterior (TRUE) or not (FALSE). If (TRUE) it is an external element and faces the outside of the building.
25433,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/52.31/LoadBearing,LoadBearing,LoadBearing,Indicates whether the object is intended to carry loads (TRUE) or not (FALSE).
25434,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/55.13/IsExternal,IsExternal,IsExternal,Indication whether the element is designed for use in the exterior (TRUE) or not (FALSE). If (TRUE) it is an external element and faces the outside of the building.
25435,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/55.13/LoadBearing,LoadBearing,LoadBearing,Indicates whether the object is intended to carry loads (TRUE) or not (FALSE).
25436,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/85.13/IsExternal,IsExternal,IsExternal,Indication whether the element is designed for use in the exterior (TRUE) or not (FALSE). If (TRUE) it is an external element and faces the outside of the building.
25437,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/85.13/LoadBearing,LoadBearing,LoadBearing,Indicates whether the object is intended to carry loads (TRUE) or not (FALSE).
25438,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/44.21/IsExternal,IsExternal,IsExternal,Indication whether the element is designed for use in the exterior (TRUE) or not (FALSE). If (TRUE) it is an external element and faces the outside of the building.
25439,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/44.21/LoadBearing,LoadBearing,LoadBearing,Indicates whether the object is intended to carry loads (TRUE) or not (FALSE).
25440,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/61.26/LoadBearing,LoadBearing,LoadBearing,Indicates whether the object is intended to carry loads (TRUE) or not (FALSE).
25441,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/61.26/IsExternal,IsExternal,IsExternal,Indication whether the element is designed for use in the exterior (TRUE) or not (FALSE). If (TRUE) it is an external element and faces the outside of the building.
25442,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/74.21/IsExternal,IsExternal,IsExternal,Indication whether the element is designed for use in the exterior (TRUE) or not (FALSE). If (TRUE) it is an external element and faces the outside of the building.
25443,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/74.21/LoadBearing,LoadBearing,LoadBearing,Indicates whether the object is intended to carry loads (TRUE) or not (FALSE).
25444,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/17.14/LoadBearing,LoadBearing,LoadBearing,Indicates whether the object is intended to carry loads (TRUE) or not (FALSE).
25445,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/17.14/IsExternal,IsExternal,IsExternal,Indication whether the element is designed for use in the exterior (TRUE) or not (FALSE). If (TRUE) it is an external element and faces the outside of the building.
25446,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/47.14/LoadBearing,LoadBearing,LoadBearing,Indicates whether the object is intended to carry loads (TRUE) or not (FALSE).
25447,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/47.14/IsExternal,IsExternal,IsExternal,Indication whether the element is designed for use in the exterior (TRUE) or not (FALSE). If (TRUE) it is an external element and faces the outside of the building.
25448,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/66.22/LoadBearing,LoadBearing,LoadBearing,Indicates whether the object is intended to carry loads (TRUE) or not (FALSE).
25449,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/66.22/IsExternal,IsExternal,IsExternal,Indication whether the element is designed for use in the exterior (TRUE) or not (FALSE). If (TRUE) it is an external element and faces the outside of the building.
25450,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/63.51/LoadBearing,LoadBearing,LoadBearing,Indicates whether the object is intended to carry loads (TRUE) or not (FALSE).
25451,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/63.51/IsExternal,IsExternal,IsExternal,Indication whether the element is designed for use in the exterior (TRUE) or not (FALSE). If (TRUE) it is an external element and faces the outside of the building.
25452,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/51.19/IsExternal,IsExternal,IsExternal,Indication whether the element is designed for use in the exterior (TRUE) or not (FALSE). If (TRUE) it is an external element and faces the outside of the building.
25453,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/51.19/LoadBearing,LoadBearing,LoadBearing,Indicates whether the object is intended to carry loads (TRUE) or not (FALSE).
25454,https://identifier.buildingsmart.org/uri/nlsfb/nlsfb2005-2.2/class/47.25/LoadBearing,LoadBearing,LoadBearing,Indicates whether the object is intended to carry loads (TRUE) or not (FALSE).
